,movieId,title,genres
2416,2737,Assassination (1987),Action|Drama|Thriller
2417,2738,Crimes of the Heart (1986),Comedy|Drama
2418,2739,"Color Purple, The (1985)",Drama
2419,2740,"Kindred, The (1986)",Horror|Sci-Fi
2420,2741,No Mercy (1986),Action|Crime|Thriller
2421,2743,Native Son (1986),Drama
2422,2744,Otello (1986),Drama
2423,2745,"Mission, The (1986)",Drama
2424,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2425,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
2426,2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy
2427,2749,"Morning After, The (1986)",Drama|Mystery
2428,2750,Radio Days (1987),Comedy|Drama
2429,2751,From the Hip (1987),Comedy|Drama
2430,2752,Outrageous Fortune (1987),Comedy|Mystery
2431,2753,"Bedroom Window, The (1987)",Thriller
2432,2754,Deadtime Stories (1987),Horror
2433,2755,Light of Day (1987),Drama
2434,2756,Wanted: Dead or Alive (1987),Action
2435,2757,Frances (1982),Drama
2436,2758,Plenty (1985),Drama
2437,2759,Dick (1999),Comedy
2438,2760,"Gambler, The (Játékos, A) (1997)",Drama
2439,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2440,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2441,2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2442,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2443,2765,"Acid House, The (1998)",Comedy|Drama
2444,2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2445,2767,Illuminata (1998),Comedy
2446,2768,Stiff Upper Lips (1998),Comedy
2447,2769,"Yards, The (2000)",Crime|Drama
2448,2770,Bowfinger (1999),Comedy
2449,2771,Brokedown Palace (1999),Drama
2450,2772,Detroit Rock City (1999),Comedy
2451,2773,Alice and Martin (Alice et Martin) (1998),Drama
2452,2774,Better Than Chocolate (1999),Comedy|Romance
2453,2775,Head On (1998),Drama
2454,2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",Documentary
2455,2777,Cobra (1925),Drama
2456,2778,Never Talk to Strangers (1995),Crime|Drama|Romance|Thriller
2457,2779,Heaven Can Wait (1978),Comedy
2458,2780,"Raven, The (1963)",Comedy|Horror
2459,2781,"Tingler, The (1959)",Horror
2460,2782,"Pit and the Pendulum, The (1961)",Horror
2461,2783,"Tomb of Ligeia, The (1965)",Horror
2462,2784,"Masque of the Red Death, The (1964)",Horror
2463,2785,Tales of Terror (1962),Horror
2464,2786,Haunted Honeymoon (1986),Comedy
2465,2787,Cat's Eye (1985),Horror
2466,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2467,2789,Damien: Omen II (1978),Horror
2468,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller
2469,2791,Airplane! (1980),Comedy
2470,2792,Airplane II: The Sequel (1982),Comedy
2471,2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
2472,2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2473,2795,National Lampoon's Vacation (1983),Comedy
2474,2796,Funny Farm (1988),Comedy
2475,2797,Big (1988),Comedy|Drama|Fantasy|Romance
2476,2798,Problem Child (1990),Children|Comedy
2477,2799,Problem Child 2 (1991),Comedy
2478,2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2479,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2480,2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2481,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2482,2804,"Christmas Story, A (1983)",Children|Comedy
2483,2805,Mickey Blue Eyes (1999),Comedy|Romance
2484,2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2485,2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2486,2808,Universal Soldier (1992),Action|Sci-Fi
2487,2809,Love Stinks (1999),Comedy
2488,2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2489,2812,In Too Deep (1999),Action|Thriller
2490,2813,"Source, The (1999)",Documentary
2491,2814,"Bat, The (1959)",Horror
2492,2815,Iron Eagle (1986),Action|War
2493,2816,Iron Eagle II (1988),Action|War
2494,2817,Aces: Iron Eagle III (1992),Action
2495,2818,Iron Eagle IV (1995),Action|War
2496,2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2497,2820,Hamlet (1964),Drama
2498,2822,Medicine Man (1992),Adventure|Romance
2499,2824,On the Ropes (1999),Documentary|Drama
2500,2825,Rosie (1998),Drama
2501,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2502,2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2503,2828,Dudley Do-Right (1999),Children|Comedy
2504,2829,"Muse, The (1999)",Comedy
2505,2830,Cabaret Balkan (Bure Baruta) (1998),Drama
2506,2831,"Dog of Flanders, A (1999)",Drama
2507,2833,Lucie Aubrac (1997),Romance|War
2508,2834,"Very Thought of You, The (1998)",Comedy|Romance
2509,2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller
2510,2836,Outside Providence (1999),Comedy
2511,2837,Bedrooms & Hallways (1998),Comedy|Romance
2512,2839,West Beirut (West Beyrouth) (1998),Drama
2513,2840,Stigmata (1999),Drama|Thriller
2514,2841,Stir of Echoes (1999),Horror|Mystery|Thriller
2515,2842,Best Laid Plans (1999),Crime|Drama
2516,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2517,2844,"Minus Man, The (1999)",Drama|Mystery
2518,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2519,2847,Only Angels Have Wings (1939),Adventure|Drama|Romance
2520,2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2521,2849,Queens Logic (1991),Comedy|Drama
2522,2850,Public Access (1993),Drama|Thriller
2523,2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
2524,2852,"Soldier's Story, A (1984)",Drama
2525,2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery
2526,2854,Don't Look in the Basement! (1973),Horror
2527,2855,Nightmares (1983),Horror
2528,2856,I Saw What You Did (1965),Thriller
2529,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2530,2858,American Beauty (1999),Comedy|Drama
2531,2859,Stop Making Sense (1984),Documentary|Musical
2532,2860,Blue Streak (1999),Comedy
2533,2861,For Love of the Game (1999),Comedy|Drama
2534,2862,Caligula (1979),Drama
2535,2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2536,2864,Splendor (1999),Comedy
2537,2865,Sugar Town (1999),Comedy
2538,2866,"Buddy Holly Story, The (1978)",Drama
2539,2867,Fright Night (1985),Comedy|Horror|Thriller
2540,2868,Fright Night Part II (1988),Horror
2541,2869,"Separation, The (Séparation, La) (1994)",Drama
2542,2870,Barefoot in the Park (1967),Comedy
2543,2871,Deliverance (1972),Adventure|Drama|Thriller
2544,2872,Excalibur (1981),Adventure|Fantasy
2545,2873,Lulu on the Bridge (1998),Drama|Mystery|Romance
2546,2874,"Pajama Game, The (1957)",Comedy|Musical|Romance
2547,2875,Sommersby (1993),Drama|Mystery|Romance
2548,2876,Thumbelina (1994),Animation|Children|Fantasy
2549,2877,Tommy (1975),Drama|Musical
2550,2878,Hell Night (1981),Horror
2551,2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
2552,2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy
2553,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2554,2882,Jakob the Liar (1999),Drama
2555,2883,Mumford (1999),Comedy|Drama
2556,2885,Guinevere (1999),Drama|Romance
2557,2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy
2558,2887,Simon Sez (1999),Action|Comedy
2559,2888,Drive Me Crazy (1999),Comedy|Romance
2560,2889,"Mystery, Alaska (1999)",Children|Comedy
2561,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2562,2891,"Happy, Texas (1999)",Comedy
2563,2892,New Rose Hotel (1998),Action|Drama
2564,2893,Plunkett & MaCleane (1999),Action|Adventure|Drama
2565,2894,Romance (1999),Drama|Romance
2566,2896,Alvarez Kelly (1966),Western
2567,2897,And the Ship Sails On (E la nave va) (1983),Comedy|War
2568,2898,"Dark Half, The (1993)",Horror|Mystery
2569,2899,Gulliver's Travels (1939),Adventure|Animation|Children
2570,2900,Monkey Shines (1988),Horror|Sci-Fi
2571,2901,Phantasm (1979),Horror|Sci-Fi
2572,2902,Psycho II (1983),Horror|Mystery|Thriller
2573,2903,Psycho III (1986),Horror|Thriller
2574,2904,Rain (1932),Drama
2575,2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2576,2906,Random Hearts (1999),Drama|Romance
2577,2907,Superstar (1999),Comedy
2578,2908,Boys Don't Cry (1999),Drama
2579,2910,"Ennui, L' (1998)",Drama|Romance
2580,2911,"Grandfather, The (Abuelo, El) (1998)",Drama
2581,2912,"Limey, The (1999)",Crime|Drama|Thriller
2582,2913,"Mating Habits of the Earthbound Human, The (1999)",Comedy|Sci-Fi
2583,2914,Molly (1999),Comedy|Drama
2584,2915,Risky Business (1983),Comedy
2585,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2586,2917,Body Heat (1981),Crime|Thriller
2587,2918,Ferris Bueller's Day Off (1986),Comedy
2588,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2589,2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2590,2921,High Plains Drifter (1973),Western
2591,2922,Hang 'Em High (1968),Crime|Drama|Western
2592,2923,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy
2593,2924,Drunken Master (Jui kuen) (1978),Action|Comedy
2594,2925,"Conformist, The (Conformista, Il) (1970)",Drama
2595,2926,Hairspray (1988),Comedy|Drama
2596,2927,Brief Encounter (1946),Drama|Romance
2597,2928,"Razor's Edge, The (1984)",Drama
2598,2929,Reds (1981),Drama|Romance
2599,2930,Return with Honor (1998),Documentary
2600,2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy
2601,2932,Days of Heaven (1978),Drama
2602,2933,"Fire Within, The (Feu follet, Le) (1963)",Drama
2603,2935,"Lady Eve, The (1941)",Comedy|Romance
2604,2936,Sullivan's Travels (1941),Adventure|Comedy|Romance
2605,2937,"Palm Beach Story, The (1942)",Comedy
2606,2938,Man Facing Southeast (Hombre mirando al sudeste) (1986),Drama|Sci-Fi
2607,2939,Niagara (1953),Drama|Thriller
2608,2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance
2609,2941,South Pacific (1958),Musical|Romance|War
2610,2942,Flashdance (1983),Drama|Romance
2611,2943,Indochine (1992),Drama|Romance
2612,2944,"Dirty Dozen, The (1967)",Action|Drama|War
2613,2945,Mike's Murder (1984),Mystery
2614,2946,Help! (1965),Comedy|Musical
2615,2947,Goldfinger (1964),Action|Adventure|Thriller
2616,2948,From Russia with Love (1963),Action|Adventure|Thriller
2617,2949,Dr. No (1962),Action|Adventure|Thriller
2618,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
2619,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2620,2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
2621,2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2622,2956,Someone to Watch Over Me (1987),Action|Crime|Thriller
2623,2959,Fight Club (1999),Action|Crime|Drama|Thriller
2624,2960,Beefcake (1999),Drama
2625,2961,"Story of Us, The (1999)",Comedy|Drama
2626,2962,Fever Pitch (1997),Comedy|Romance
2627,2963,Joe the King (1999),Crime|Drama
2628,2964,Julien Donkey-Boy (1999),Drama
2629,2965,"Omega Code, The (1999)",Action
2630,2966,"Straight Story, The (1999)",Adventure|Drama
2631,2967,"Bad Seed, The (1956)",Drama|Thriller
2632,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2633,2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
2634,2970,Fitzcarraldo (1982),Adventure|Drama
2635,2971,All That Jazz (1979),Drama|Fantasy|Musical
2636,2972,Red Sorghum (Hong gao liang) (1987),Drama|War
2637,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2638,2974,Bats (1999),Horror|Thriller
2639,2975,"Best Man, The (1999)",Comedy|Drama
2640,2976,Bringing Out the Dead (1999),Drama
2641,2977,Crazy in Alabama (1999),Comedy|Drama
2642,2978,Three to Tango (1999),Comedy|Romance
2643,2979,Body Shots (1999),Drama
2644,2981,"Brother, Can You Spare a Dime? (1975)",Documentary
2645,2982,"Guardian, The (1990)",Horror|Thriller
2646,2983,"Ipcress File, The (1965)",Thriller
2647,2984,On Any Sunday (1971),Documentary
2648,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2649,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2650,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2651,2988,Melvin and Howard (1980),Drama
2652,2989,For Your Eyes Only (1981),Action|Adventure|Thriller
2653,2990,Licence to Kill (1989),Action|Adventure|Thriller
2654,2991,Live and Let Die (1973),Action|Adventure|Thriller
2655,2992,Rawhead Rex (1986),Horror|Thriller
2656,2993,Thunderball (1965),Action|Adventure|Thriller
2657,2994,"City, The (Ciudad, La) (1998)",Drama
2658,2995,House on Haunted Hill (1999),Horror|Thriller
2659,2996,Music of the Heart (1999),Drama
2660,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2661,2998,Dreaming of Joseph Lees (1999),Drama|Romance
2662,2999,Man of the Century (1999),Comedy
2663,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2664,3001,"Suburbans, The (1999)",Drama
2665,3002,My Best Fiend (Mein liebster Feind) (1999),Documentary
2666,3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
2667,3004,"Bachelor, The (1999)",Comedy|Romance
2668,3005,"Bone Collector, The (1999)",Thriller
2669,3006,"Insider, The (1999)",Drama|Thriller
2670,3007,American Movie (1999),Documentary
2671,3008,Last Night (1998),Drama|Sci-Fi
2672,3010,Rosetta (1999),Drama
2673,3011,"They Shoot Horses, Don't They? (1969)",Drama
2674,3012,Battling Butler (1926),Comedy
2675,3013,Bride of Re-Animator (1990),Comedy|Horror
2676,3014,Bustin' Loose (1981),Comedy
2677,3015,Coma (1978),Thriller
2678,3016,Creepshow (1982),Horror
2679,3017,Creepshow 2 (1987),Horror
2680,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi
2681,3019,Drugstore Cowboy (1989),Crime|Drama
2682,3020,Falling Down (1993),Action|Drama
2683,3021,"Funhouse, The (1981)",Horror
2684,3022,"General, The (1926)",Comedy|War
2685,3024,Piranha (1978),Horror|Sci-Fi
2686,3025,Rough Night in Jericho (1967),Western
2687,3026,Slaughterhouse (1987),Comedy|Horror
2688,3028,"Taming of the Shrew, The (1967)",Comedy
2689,3029,Nighthawks (1981),Action|Drama
2690,3030,Yojimbo (1961),Action|Adventure
2691,3031,Repossessed (1990),Comedy
2692,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
2693,3033,Spaceballs (1987),Comedy|Sci-Fi
2694,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2695,3035,Mister Roberts (1955),Comedy|Drama|War
2696,3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
2697,3037,Little Big Man (1970),Western
2698,3038,"Face in the Crowd, A (1957)",Drama
2699,3039,Trading Places (1983),Comedy
2700,3040,Meatballs (1979),Comedy
2701,3041,Meatballs Part II (1984),Comedy
2702,3042,Meatballs III (1987),Comedy
2703,3043,Meatballs 4 (1992),Comedy
2704,3044,Dead Again (1991),Mystery|Romance|Thriller
2705,3045,Peter's Friends (1992),Comedy|Drama
2706,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
2707,3047,Experience Preferred... But Not Essential (1982),Drama
2708,3048,Under the Rainbow (1981),Comedy
2709,3049,How I Won the War (1967),Comedy|War
2710,3050,Light It Up (1999),Drama
2711,3051,Anywhere But Here (1999),Comedy|Drama
2712,3052,Dogma (1999),Adventure|Comedy|Fantasy
2713,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
2714,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
2715,3055,Felicia's Journey (1999),Thriller
2716,3056,Oxygen (1999),Crime|Drama|Thriller
2717,3057,Where's Marlowe? (1998),Comedy
2718,3058,"Ape, The (1940)",Horror|Sci-Fi
2719,3060,"Commitments, The (1991)",Comedy|Drama|Musical
2720,3061,Holiday Inn (1942),Comedy|Musical
2721,3062,"Longest Day, The (1962)",Action|Drama|War
2722,3063,Poison Ivy (1992),Drama|Thriller
2723,3064,Poison Ivy: New Seduction (1997),Drama|Thriller
2724,3066,Tora! Tora! Tora! (1970),Action|Drama|War
2725,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
2726,3068,"Verdict, The (1982)",Drama|Mystery
2727,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama
2728,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
2729,3071,Stand and Deliver (1988),Comedy|Drama
2730,3072,Moonstruck (1987),Comedy|Romance
2731,3073,"Sandpiper, The (1965)",Drama|Romance
2732,3074,Jeremiah Johnson (1972),Western
2733,3075,Repulsion (1965),Drama|Horror
2734,3076,Irma la Douce (1963),Comedy
2735,3077,42 Up (1998),Documentary
2736,3078,Liberty Heights (1999),Drama
2737,3079,Mansfield Park (1999),Comedy|Drama|Romance
2738,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
2739,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
2740,3083,All About My Mother (Todo sobre mi madre) (1999),Drama
2741,3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),Children|Comedy|Fantasy
2742,3087,Scrooged (1988),Comedy|Fantasy|Romance
2743,3088,Harvey (1950),Comedy|Fantasy
2744,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
2745,3090,Matewan (1987),Drama
2746,3091,Kagemusha (1980),Drama|War
2747,3092,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",Drama
2748,3093,McCabe & Mrs. Miller (1971),Drama|Western
2749,3094,Maurice (1987),Drama|Romance
2750,3095,"Grapes of Wrath, The (1940)",Drama
2751,3096,My Man Godfrey (1957),Comedy
2752,3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
2753,3098,"Natural, The (1984)",Drama
2754,3099,Shampoo (1975),Comedy|Drama|Romance
2755,3100,"River Runs Through It, A (1992)",Drama
2756,3101,Fatal Attraction (1987),Drama|Thriller
2757,3102,Jagged Edge (1985),Crime|Romance|Thriller
2758,3103,Stanley & Iris (1990),Drama|Romance
2759,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
2760,3105,Awakenings (1990),Drama|Mystery
2761,3106,Come See the Paradise (1990),Drama|Romance
2762,3107,Backdraft (1991),Action|Drama
2763,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
2764,3109,"River, The (1984)",Drama
2765,3110,Country (1984),Drama
2766,3111,Places in the Heart (1984),Drama
2767,3112,'night Mother (1986),Drama
2768,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
2769,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
2770,3115,Flawless (1999),Drama
2771,3117,Ride with the Devil (1999),Drama|Romance|War
2772,3118,Tumbleweeds (1999),Drama
2773,3119,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),Horror
2774,3120,"Distinguished Gentleman, The (1992)",Comedy
2775,3121,"Hitch-Hiker, The (1953)",Drama|Film-Noir
2776,3122,Santa Fe Trail (1940),Drama|Romance|Western
2777,3124,Agnes Browne (1999),Comedy|Drama
2778,3125,"End of the Affair, The (1999)",Drama
2779,3126,"End of the Affair, The (1955)",Drama
2780,3127,Holy Smoke (1999),Comedy|Drama
2781,3129,Sweet and Lowdown (1999),Comedy|Drama
2782,3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama
2783,3132,Daddy Long Legs (1919),Comedy|Drama
2784,3133,Go West (1925),Comedy|Western
2785,3134,Grand Illusion (La grande illusion) (1937),Drama|War
2786,3135,"Great Santini, The (1979)",Drama
2787,3137,"Sea Wolves, The (1980)",Action|War
2788,3138,Stealing Home (1988),Drama
2789,3139,Tarzan the Fearless (1933),Action|Adventure
2790,3140,Three Ages (1923),Comedy
2791,3141,"Two Jakes, The (1990)",Drama
2792,3142,U2: Rattle and Hum (1988),Documentary|Musical
2793,3143,Hell in the Pacific (1968),Drama|War
2794,3144,"Glass Bottom Boat, The (1966)",Comedy|Romance
2795,3145,Cradle Will Rock (1999),Drama
2796,3146,Deuce Bigalow: Male Gigolo (1999),Comedy
2797,3147,"Green Mile, The (1999)",Crime|Drama
2798,3148,"Cider House Rules, The (1999)",Drama
2799,3149,Diamonds (1999),Mystery
2800,3150,"War Zone, The (1999)",Drama|Thriller
2801,3152,"Last Picture Show, The (1971)",Drama
2802,3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
2803,3155,Anna and the King (1999),Drama|Romance
2804,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
2805,3157,Stuart Little (1999),Children|Comedy|Fantasy
2806,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
2807,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
2808,3160,Magnolia (1999),Drama
2809,3161,Onegin (1999),Drama|Romance
2810,3162,Simpatico (1999),Comedy|Drama
2811,3163,Topsy-Turvy (1999),Comedy|Drama|Musical
2812,3165,Boiling Point (1993),Action|Drama
2813,3166,Brenda Starr (1989),Adventure
2814,3167,Carnal Knowledge (1971),Comedy|Drama
2815,3168,Easy Rider (1969),Adventure|Drama
2816,3169,"Falcon and the Snowman, The (1985)",Drama|Thriller
2817,3171,Room at the Top (1959),Drama
2818,3172,Ulysses (Ulisse) (1954),Adventure
2819,3173,Any Given Sunday (1999),Drama
2820,3174,Man on the Moon (1999),Comedy|Drama
2821,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
2822,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
2823,3177,Next Friday (2000),Comedy
2824,3178,"Hurricane, The (1999)",Drama
2825,3179,Angela's Ashes (1999),Drama
2826,3180,Play it to the Bone (1999),Comedy|Drama
2827,3181,Titus (1999),Drama
2828,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
2829,3183,"Third Miracle, The (1999)",Drama
2830,3185,Snow Falling on Cedars (1999),Drama
2831,3186,"Girl, Interrupted (1999)",Drama
2832,3189,My Dog Skip (1999),Children|Drama
2833,3190,Supernova (2000),Adventure|Sci-Fi|Thriller
2834,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama
2835,3194,"Way We Were, The (1973)",Drama|Romance
2836,3196,Stalag 17 (1953),Drama|War
2837,3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller
2838,3198,Papillon (1973),Crime|Drama
2839,3199,Pal Joey (1957),Comedy|Drama|Musical|Romance
2840,3200,"Last Detail, The (1973)",Comedy|Drama
2841,3201,Five Easy Pieces (1970),Drama
2842,3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror
2843,3203,Dead Calm (1989),Thriller
2844,3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
2845,3205,Black Sunday (La maschera del demonio) (1960),Horror
2846,3206,Against All Odds (1984),Romance
2847,3207,"Snows of Kilimanjaro, The (1952)",Adventure
2848,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
2849,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
2850,3211,"Cry in the Dark, A (1988)",Drama
2851,3213,Batman: Mask of the Phantasm (1993),Animation|Children
2852,3214,American Flyers (1985),Drama
2853,3215,Voyage of the Damned (1976),Drama
2854,3216,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
2855,3217,"Star Is Born, A (1937)",Drama
2856,3218,Poison (1991),Drama
2857,3219,Pacific Heights (1990),Mystery|Thriller
2858,3221,"Draughtsman's Contract, The (1982)",Drama
2859,3222,Carmen (1984),Drama
2860,3223,"Zed & Two Noughts, A (1985)",Drama
2861,3224,Woman in the Dunes (Suna no onna) (1964),Drama
2862,3225,Down to You (2000),Comedy|Romance
2863,3230,"Odessa File, The (1974)",Thriller
2864,3232,Seven Chances (1925),Comedy
2865,3235,Where the Buffalo Roam (1980),Comedy
2866,3238,Eye of the Beholder (1999),Thriller
2867,3239,Isn't She Great? (2000),Comedy
2868,3240,"Big Tease, The (1999)",Comedy
2869,3241,"Cup, The (Phörpa) (1999)",Comedy
2870,3242,Santitos (1999),Comedy
2871,3243,Encino Man (1992),Comedy
2872,3244,"Goodbye Girl, The (1977)",Comedy|Romance
2873,3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama
2874,3246,Malcolm X (1992),Drama
2875,3247,Sister Act (1992),Comedy|Crime
2876,3248,Sister Act 2: Back in the Habit (1993),Comedy
2877,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
2878,3250,Alive (1993),Drama
2879,3251,Agnes of God (1985),Drama|Mystery
2880,3252,Scent of a Woman (1992),Drama
2881,3253,Wayne's World (1992),Comedy
2882,3254,Wayne's World 2 (1993),Comedy
2883,3255,"League of Their Own, A (1992)",Comedy|Drama
2884,3256,Patriot Games (1992),Action|Thriller
2885,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
2886,3258,Death Becomes Her (1992),Comedy|Fantasy
2887,3259,Far and Away (1992),Adventure|Drama|Romance
2888,3260,Howards End (1992),Drama
2889,3261,Singles (1992),Comedy|Drama|Romance
2890,3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
2891,3263,White Men Can't Jump (1992),Comedy|Drama
2892,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
2893,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
2894,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
2895,3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western
2896,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
2897,3269,Forever Young (1992),Drama|Romance|Sci-Fi
2898,3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance
2899,3271,Of Mice and Men (1992),Drama
2900,3272,Bad Lieutenant (1992),Crime|Drama
2901,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
2902,3274,Single White Female (1992),Drama|Thriller
2903,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
2904,3276,Gun Shy (2000),Comedy
2905,3281,"Brandon Teena Story, The (1998)",Documentary
2906,3282,Different for Girls (1996),Comedy
2907,3283,Minnie and Moskowitz (1971),Action
