Repulsion (1965),2733
Irma la Douce (1963),2734
42 Up (1998),2735
Liberty Heights (1999),2736
Mansfield Park (1999),2737
Sleepy Hollow (1999),2738
"World Is Not Enough, The (1999)",2739
All About My Mother (Todo sobre mi madre) (1999),2740
March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),2741
Scrooged (1988),2742
Harvey (1950),2743
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),2744
Matewan (1987),2745
Kagemusha (1980),2746
"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",2747
McCabe & Mrs. Miller (1971),2748
Maurice (1987),2749
"Grapes of Wrath, The (1940)",2750
My Man Godfrey (1957),2751
"Shop Around the Corner, The (1940)",2752
"Natural, The (1984)",2753
Shampoo (1975),2754
"River Runs Through It, A (1992)",2755
Fatal Attraction (1987),2756
Jagged Edge (1985),2757
Stanley & Iris (1990),2758
Midnight Run (1988),2759
Awakenings (1990),2760
Come See the Paradise (1990),2761
Backdraft (1991),2762
"Fisher King, The (1991)",2763
"River, The (1984)",2764
Country (1984),2765
Places in the Heart (1984),2766
'night Mother (1986),2767
End of Days (1999),2768
Toy Story 2 (1999),2769
Flawless (1999),2770
Ride with the Devil (1999),2771
Tumbleweeds (1999),2772
Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),2773
"Distinguished Gentleman, The (1992)",2774
"Hitch-Hiker, The (1953)",2775
Santa Fe Trail (1940),2776
Agnes Browne (1999),2777
"End of the Affair, The (1999)",2778
"End of the Affair, The (1955)",2779
Holy Smoke (1999),2780
Sweet and Lowdown (1999),2781
Bonfire of the Vanities (1990),2782
Daddy Long Legs (1919),2783
Go West (1925),2784
Grand Illusion (La grande illusion) (1937),2785
"Great Santini, The (1979)",2786
"Sea Wolves, The (1980)",2787
Stealing Home (1988),2788
Tarzan the Fearless (1933),2789
Three Ages (1923),2790
"Two Jakes, The (1990)",2791
U2: Rattle and Hum (1988),2792
Hell in the Pacific (1968),2793
"Glass Bottom Boat, The (1966)",2794
Cradle Will Rock (1999),2795
Deuce Bigalow: Male Gigolo (1999),2796
"Green Mile, The (1999)",2797
"Cider House Rules, The (1999)",2798
Diamonds (1999),2799
"War Zone, The (1999)",2800
"Last Picture Show, The (1971)",2801
"7th Voyage of Sinbad, The (1958)",2802
Anna and the King (1999),2803
Bicentennial Man (1999),2804
Stuart Little (1999),2805
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",2806
Fantasia 2000 (1999),2807
Magnolia (1999),2808
Onegin (1999),2809
Simpatico (1999),2810
Topsy-Turvy (1999),2811
Boiling Point (1993),2812
Brenda Starr (1989),2813
Carnal Knowledge (1971),2814
Easy Rider (1969),2815
"Falcon and the Snowman, The (1985)",2816
Room at the Top (1959),2817
Ulysses (Ulisse) (1954),2818
Any Given Sunday (1999),2819
Man on the Moon (1999),2820
Galaxy Quest (1999),2821
"Talented Mr. Ripley, The (1999)",2822
Next Friday (2000),2823
"Hurricane, The (1999)",2824
Angela's Ashes (1999),2825
Play it to the Bone (1999),2826
Titus (1999),2827
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",2828
"Third Miracle, The (1999)",2829
Snow Falling on Cedars (1999),2830
"Girl, Interrupted (1999)",2831
My Dog Skip (1999),2832
Supernova (2000),2833
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",2834
"Way We Were, The (1973)",2835
Stalag 17 (1953),2836
"Presidio, The (1988)",2837
Papillon (1973),2838
Pal Joey (1957),2839
"Last Detail, The (1973)",2840
Five Easy Pieces (1970),2841
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),2842
Dead Calm (1989),2843
"Boys from Brazil, The (1978)",2844
Black Sunday (La maschera del demonio) (1960),2845
Against All Odds (1984),2846
"Snows of Kilimanjaro, The (1952)",2847
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),2848
Fast Times at Ridgemont High (1982),2849
"Cry in the Dark, A (1988)",2850
Batman: Mask of the Phantasm (1993),2851
American Flyers (1985),2852
Voyage of the Damned (1976),2853
"Vampyros Lesbos (Vampiras, Las) (1971)",2854
"Star Is Born, A (1937)",2855
Poison (1991),2856
Pacific Heights (1990),2857
"Draughtsman's Contract, The (1982)",2858
Carmen (1984),2859
"Zed & Two Noughts, A (1985)",2860
Woman in the Dunes (Suna no onna) (1964),2861
Down to You (2000),2862
"Odessa File, The (1974)",2863
Seven Chances (1925),2864
Where the Buffalo Roam (1980),2865
Eye of the Beholder (1999),2866
Isn't She Great? (2000),2867
"Big Tease, The (1999)",2868
"Cup, The (Phörpa) (1999)",2869
Santitos (1999),2870
Encino Man (1992),2871
"Goodbye Girl, The (1977)",2872
I Am Cuba (Soy Cuba/Ya Kuba) (1964),2873
Malcolm X (1992),2874
Sister Act (1992),2875
Sister Act 2: Back in the Habit (1993),2876
"Hand That Rocks the Cradle, The (1992)",2877
Alive (1993),2878
Agnes of God (1985),2879
Scent of a Woman (1992),2880
Wayne's World (1992),2881
Wayne's World 2 (1993),2882
"League of Their Own, A (1992)",2883
Patriot Games (1992),2884
"Bodyguard, The (1992)",2885
Death Becomes Her (1992),2886
Far and Away (1992),2887
Howards End (1992),2888
Singles (1992),2889
Twin Peaks: Fire Walk with Me (1992),2890
White Men Can't Jump (1992),2891
Buffy the Vampire Slayer (1992),2892
Hard-Boiled (Lat sau san taam) (1992),2893
Man Bites Dog (C'est arrivé près de chez vous) (1992),2894
"Mariachi, El (1992)",2895
Stop! Or My Mom Will Shoot (1992),2896
Forever Young (1992),2897
"Cutting Edge, The (1992)",2898
Of Mice and Men (1992),2899
Bad Lieutenant (1992),2900
Scream 3 (2000),2901
Single White Female (1992),2902
"Boondock Saints, The (2000)",2903
Gun Shy (2000),2904
"Brandon Teena Story, The (1998)",2905
Different for Girls (1996),2906
Minnie and Moskowitz (1971),2907
They Might Be Giants (1971),2908
"Beach, The (2000)",2909
Snow Day (2000),2910
"Tigger Movie, The (2000)",2911
Not One Less (Yi ge dou bu neng shao) (1999),2912
"Big Combo, The (1955)",2913
Raining Stones (1993),2914
To Sir with Love (1967),2915
Boiler Room (2000),2916
Hanging Up (2000),2917
Pitch Black (2000),2918
"Whole Nine Yards, The (2000)",2919
Beautiful People (1999),2920
Black Tar Heroin: The Dark End of the Street (2000),2921
Blue Collar (1978),2922
"Circus, The (1928)",2923
City Lights (1931),2924
"Flamingo Kid, The (1984)",2925
"Dog's Life, A (1918)",2926
"Kid, The (1921)",2927
"Man from Laramie, The (1955)",2928
Class Reunion (1982),2929
Reindeer Games (2000),2930
Wonder Boys (2000),2931
Deterrence (1999),2932
Judy Berlin (1999),2933
Mifune's Last Song (Mifunes sidste sang) (1999),2934
3 Strikes (2000),2935
Chain of Fools (2000),2936
Drowning Mona (2000),2937
"Next Best Thing, The (2000)",2938
What Planet Are You From? (2000),2939
Beyond the Mat (1999),2940
Ghost Dog: The Way of the Samurai (1999),2941
"Year My Voice Broke, The (1987)",2942
Splendor in the Grass (1961),2943
My Tutor (1983),2944
"Killing of Sister George, The (1968)",2945
Key Largo (1948),2946
Jail Bait (1954),2947
For All Mankind (1989),2948
Cross of Iron (1977),2949
Bride of the Monster (1955),2950
Born Yesterday (1950),2951
Birdy (1984),2952
And God Created Woman (1988),2953
Blood Feast (1963),2954
"Charlie, the Lonesome Cougar (1967)",2955
Never Cry Wolf (1983),2956
"Perils of Pauline, The (1947)",2957
"Raisin in the Sun, A (1961)",2958
Two Thousand Maniacs! (1964),2959
Mission to Mars (2000),2960
"Ninth Gate, The (1999)",2961
East-West (Est-ouest) (1999),2962
Defending Your Life (1991),2963
Breaking Away (1979),2964
Hoosiers (a.k.a. Best Shot) (1986),2965
Bull Durham (1988),2966
Dog Day Afternoon (1975),2967
American Graffiti (1973),2968
"Asphalt Jungle, The (1950)",2969
"Searchers, The (1956)",2970
"Devil's Brigade, The (1968)",2971
"Big Country, The (1958)",2972
Betrayed (1988),2973
Bound for Glory (1976),2974
"Bridge at Remagen, The (1969)",2975
Daughters of the Dust (1991),2976
Destination Moon (1950),2977
"Ogre, The (Unhold, Der) (1996)",2978
On the Beach (1959),2979
"Taking of Pelham One Two Three, The (1974)",2980
Volunteers (1985),2981
JFK (1991),2982
Who's Harry Crumb? (1989),2983
Harry and the Hendersons (1987),2984
Let's Get Harry (1986),2985
Shanghai Surprise (1986),2986
Who's That Girl? (1987),2987
She-Devil (1989),2988
Date with an Angel (1987),2989
Blind Date (1987),2990
Nadine (1987),2991
"Muppet Movie, The (1979)",2992
"Great Muppet Caper, The (1981)",2993
"Muppets Take Manhattan, The (1984)",2994
Sesame Street Presents Follow That Bird (1985),2995
We're Back! A Dinosaur's Story (1993),2996
Baby... Secret of the Lost Legend (1985),2997
Turtle Diary (1985),2998
Raise the Titanic (1980),2999
Titanic (1953),3000
"Night to Remember, A (1958)",3001
Captain Horatio Hornblower R.N. (1951),3002
Erin Brockovich (2000),3003
Final Destination (2000),3004
Soft Fruit (1999),3005
"Bear, The (Ours, L') (1988)",3006
Love Is a Many-Splendored Thing (1955),3007
"Mirror, The (Zerkalo) (1975)",3008
"Crimson Pirate, The (1952)",3009
Thelma & Louise (1991),3010
Something for Everyone (1970),3011
...And Justice for All (1979),3012
Animal House (1978),3013
She's Gotta Have It (1986),3014
School Daze (1988),3015
Do the Right Thing (1989),3016
Mo' Better Blues (1990),3017
Jungle Fever (1991),3018
Coogan's Bluff (1968),3019
"Champ, The (1979)",3020
Creature Comforts (1989),3021
Death Wish (1974),3022
Death Wish 2 (1982),3023
Death Wish 3 (1985),3024
Death Wish 4: The Crackdown (1987),3025
Death Wish 5: The Face of Death (1994),3026
Double Indemnity (1944),3027
Dying Young (1991),3028
Cool as Ice (1991),3029
Teenage Mutant Ninja Turtles (1990),3030
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),3031
Teenage Mutant Ninja Turtles III (1993),3032
Red Dawn (1984),3033
Band of the Hand (1986),3034
Born American (1986),3035
Bloodsport (1988),3036
Eyes of Laura Mars (1978),3037
Funny Bones (1995),3038
"Good Earth, The (1937)",3039
"Good Morning, Vietnam (1987)",3040
"Good Mother, The (1988)",3041
Grumpy Old Men (1993),3042
Guess Who's Coming to Dinner (1967),3043
Romeo Must Die (2000),3044
Here on Earth (2000),3045
Whatever It Takes (2000),3046
"Color of Paradise, The (Rang-e khoda) (1999)",3047
Waking the Dead (2000),3048
Gothic (1986),3049
Lord of the Flies (1963),3050
Modern Times (1936),3051
Last Resort (National Lampoon's Last Resort) (1994),3052
Solar Crisis (1990),3053
That's Life! (1986),3054
Heart and Souls (1993),3055
Hud (1963),3056
"Hustler, The (1961)",3057
Inherit the Wind (1960),3058
Dersu Uzala (1975),3059
Close Encounters of the Third Kind (1977),3060
"Horror Hotel (a.k.a. City of the Dead, The) (1960)",3061
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),3062
Retroactive (1997),3063
"Place in the Sun, A (1951)",3064
Jacob's Ladder (1990),3065
Empire Records (1995),3066
"Bamba, La (1987)",3067
Ladyhawke (1985),3068
Lucas (1986),3069
High Fidelity (2000),3070
"Road to El Dorado, The (2000)",3071
"Skulls, The (2000)",3072
Devil Girl From Mars (1954),3073
El Dorado (1966),3074
"Hideous Sun Demon, The (1959)",3075
Hook (1991),3076
Horror Express (1972),3077
My Chauffeur (1986),3078
"Son of the Sheik, The (1926)",3079
True Grit (1969),3080
Roadside Prophets (1992),3081
Madame Sousatzka (1988),3082
Max Dugan Returns (1983),3083
Midnight Express (1978),3084
Misery (1990),3085
Mr. Saturday Night (1992),3086
Murphy's Romance (1985),3087
My Life (1993),3088
Solaris (Solyaris) (1972),3089
Network (1976),3090
No Way Out (1987),3091
North Dallas Forty (1979),3092
"Odd Couple, The (1968)",3093
"Outlaw Josey Wales, The (1976)",3094
Black and White (1999),3095
Frequency (2000),3096
Ready to Rumble (2000),3097
Return to Me (2000),3098
Rules of Engagement (2000),3099
Joe Gould's Secret (2000),3100
Me Myself I (2000),3101
"Bell, Book and Candle (1958)",3102
"End of Violence, The (1997)",3103
Force 10 from Navarone (1978),3104
How to Stuff a Wild Bikini (1965),3105
Mystery Train (1989),3106
Taffin (1988),3107
Arthur (1981),3108
Bachelor Party (1984),3109
Parenthood (1989),3110
Predator (1987),3111
"Prince of Tides, The (1991)",3112
"Postman Always Rings Twice, The (1981)",3113
All the Vermeers in New York (1990),3114
"Actor's Revenge, An (Yukinojô henge) (1963)",3115
28 Days (2000),3116
American Psycho (2000),3117
Keeping the Faith (2000),3118
Where the Money Is (2000),3119
East is East (1999),3120
"Filth and the Fury, The (2000)",3121
Passion of Mind (2000),3122
Diner (1982),3123
Shakes the Clown (1992),3124
Cabaret (1972),3125
What Ever Happened to Baby Jane? (1962),3126
Prick Up Your Ears (1987),3127
Auntie Mame (1958),3128
Guys and Dolls (1955),3129
"Hunger, The (1983)",3130
Marathon Man (1976),3131
Caddyshack (1980),3132
Gossip (2000),3133
Love and Basketball (2000),3134
U-571 (2000),3135
"Virgin Suicides, The (1999)",3136
Jennifer 8 (1992),3137
Limelight (1952),3138
Committed (2000),3139
"Crow: Salvation, The (2000)",3140
"Flintstones in Viva Rock Vegas, The (2000)",3141
Where the Heart Is (2000),3142
"Big Kahuna, The (2000)",3143
Bossa Nova (2000),3144
Smiling Fish and Goat on Fire (1999),3145
"Idiots, The (Idioterne) (1998)",3146
Time Code (2000),3147
Carnosaur (1993),3148
Carnosaur 2 (1995),3149
Carnosaur 3: Primal Species (1996),3150
"Hidden, The (1987)",3151
Two Moon Junction (1988),3152
Gladiator (2000),3153
Up at the Villa (2000),3154
Human Traffic (1999),3155
Breathless (1983),3156
"Great Locomotive Chase, The (1956)",3157
"Idolmaker, The (1980)",3158
Inferno (1980),3159
"King of Marvin Gardens, The (1972)",3160
"Lords of Flatbush, The (1974)",3161
Mr. Mom (1983),3162
"Time Masters (Maîtres du temps, Les) (1982)",3163
Battlefield Earth (2000),3164
Center Stage (2000),3165
Held Up (1999),3166
Screwed (2000),3167
Whipped (2000),3168
Hamlet (2000),3169
Anchors Aweigh (1945),3170
Blue Hawaii (1961),3171
G. I. Blues (1960),3172
Gypsy (1962),3173
King Creole (1958),3174
On the Town (1949),3175
Pee-wee's Big Adventure (1985),3176
Regret to Inform (1998),3177
Roustabout (1964),3178
Saludos Amigos (1943),3179
"Slipper and the Rose, The (1976)",3180
Things Change (1988),3181
Honeymoon in Vegas (1992),3182
Dinosaur (2000),3183
Loser (2000),3184
Road Trip (2000),3185
Small Time Crooks (2000),3186
"Hollywood Knights, The (1980)",3187
"Myth of Fingerprints, The (1997)",3188
Possession (1981),3189
"Twelve Chairs, The (1970)",3190
Mission: Impossible II (2000),3191
Shanghai Noon (2000),3192
Better Living Through Circuitry (1999),3193
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),3194
Carnival of Souls (1962),3195
Flying Tigers (1942),3196
"Gold Rush, The (1925)",3197
Monsieur Verdoux (1947),3198
On Her Majesty's Secret Service (1969),3199
Seven Days in May (1964),3200
"Spy Who Loved Me, The (1977)",3201
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),3202
Vagabond (Sans toit ni loi) (1985),3203
Moonraker (1979),3204
"Man with the Golden Gun, The (1974)",3205
"King in New York, A (1957)",3206
"Woman of Paris, A (1923)",3207
"Fighting Seabees, The (1944)",3208
Dark Command (1940),3209
Cleo from 5 to 7 (Cléo de 5 à 7) (1962),3210
Big Momma's House (2000),3211
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",3212
American Gigolo (1980),3213
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",3214
"Endless Summer, The (1966)",3215
"Guns of Navarone, The (1961)",3216
Blow-Out (La grande bouffe) (1973),3217
Quatermass and the Pit (1967),3218
Quatermass 2 (Enemy from Space) (1957),3219
Puppet Master (1989),3220
Puppet Master II (1991),3221
Puppet Master III: Toulon's Revenge (1991),3222
Puppet Master 4 (1993),3223
Puppet Master 5: The Final Chapter (1994),3224
Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),3225
Retro Puppet Master (Puppet Master 7) (1999),3226
Rent-A-Cop (1988),3227
Romeo and Juliet (1968),3228
Stay Tuned (1992),3229
Story of G.I. Joe (1945),3230
Blazing Saddles (1974),3231
Benji (1974),3232
Benji the Hunted (1987),3233
For the Love of Benji (1977),3234
White Christmas (1954),3235
Eraserhead (1977),3236
Baraka (1992),3237
"Man with the Golden Arm, The (1955)",3238
"Decline of Western Civilization, The (1981)",3239
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3240
For a Few Dollars More (Per qualche dollaro in più) (1965),3241
Magnum Force (1973),3242
Blood Simple (1984),3243
"Fabulous Baker Boys, The (1989)",3244
Prizzi's Honor (1985),3245
Flatliners (1990),3246
Light Years (Gandahar) (1988),3247
Porky's (1982),3248
Porky's II: The Next Day (1983),3249
Porky's Revenge (1985),3250
Private School (1983),3251
Class of Nuke 'Em High (1986),3252
"Toxic Avenger, The (1985)",3253
"Toxic Avenger, Part II, The (1989)",3254
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",3255
Night of the Creeps (1986),3256
Predator 2 (1990),3257
"Running Man, The (1987)",3258
Starman (1984),3259
"Brother from Another Planet, The (1984)",3260
Alien Nation (1988),3261
Mad Max (1979),3262
"Road Warrior, The (Mad Max 2) (1981)",3263
Mad Max Beyond Thunderdome (1985),3264
Bird on a Wire (1990),3265
Angel Heart (1987),3266
9 1/2 Weeks (Nine 1/2 Weeks) (1986),3267
Firestarter (1984),3268
Sleepwalkers (1992),3269
Action Jackson (1988),3270
Sarafina! (1992),3271
Soapdish (1991),3272
"Long Walk Home, The (1990)",3273
Clara's Heart (1988),3274
Burglar (1987),3275
Fatal Beauty (1987),3276
Gone in 60 Seconds (2000),3277
American Pimp (1999),3278
Sunshine (1999),3279
Trixie (2000),3280
American Virgin (2000),3281
Hamlet (1990),3282
Coming Home (1978),3283
American Pop (1981),3284
Assault on Precinct 13 (1976),3285
Near Dark (1987),3286
One False Move (1992),3287
Shaft (1971),3288
"Conversation, The (1974)",3289
Cutter's Way (1981),3290
"Fury, The (1978)",3291
"Paper Chase, The (1973)",3292
Prince of the City (1981),3293
Serpico (1973),3294
"Ace in the Hole (Big Carnival, The) (1951)",3295
Lonely Are the Brave (1962),3296
"Sugarland Express, The (1974)",3297
Trouble in Paradise (1932),3298
Big Trouble in Little China (1986),3299
Badlands (1973),3300
Battleship Potemkin (1925),3301
Boys and Girls (2000),3302
Shaft (2000),3303
Titan A.E. (2000),3304
Butterfly (La lengua de las mariposas) (1999),3305
Jesus' Son (1999),3306
"Time Regained (Temps retrouvé, Le) (1999)",3307
Chicken Run (2000),3308
"Me, Myself & Irene (2000)",3309
"Patriot, The (2000)",3310
"Adventures of Rocky and Bullwinkle, The (2000)",3311
"Perfect Storm, The (2000)",3312
"Golden Bowl, The (2000)",3313
Asylum (1972),3314
Communion (1989),3315
Fun and Fancy Free (1947),3316
"Kentucky Fried Movie, The (1977)",3317
"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)",3318
F/X (1986),3319
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),3320
"Hot Spot, The (1990)",3321
Missing in Action (1984),3322
Missing in Action 2: The Beginning (1985),3323
Braddock: Missing in Action III (1988),3324
Thunderbolt and Lightfoot (1974),3325
Dreamscape (1984),3326
The Golden Voyage of Sinbad (1973),3327
House Party (1990),3328
House Party 2 (1991),3329
Make Mine Music (1946),3330
Melody Time (1948),3331
Nekromantik (1987),3332
Rocketship X-M (1950),3333
Shaft in Africa (1973),3334
Shaft's Big Score! (1972),3335
Croupier (1998),3336
"Kid, The (2000)",3337
Scary Movie (2000),3338
But I'm a Cheerleader (1999),3339
Shower (Xizao) (1999),3340
Blow-Up (Blowup) (1966),3341
"Pawnbroker, The (1964)",3342
Groove (2000),3343
Footloose (1984),3344
Duel in the Sun (1946),3345
X-Men (2000),3346
Chuck & Buck (2000),3347
"Five Senses, The (1999)",3348
"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",3349
"In Crowd, The (2000)",3350
What Lies Beneath (2000),3351
Pokémon the Movie 2000 (2000),3352
Anatomy of a Murder (1959),3353
Freejack (1992),3354
H.O.T.S. (1979),3355
Knightriders (1981),3356
Mackenna's Gold (1969),3357
Sinbad and the Eye of the Tiger (1977),3358
"Two Women (Ciociara, La) (1960)",3359
What About Bob? (1991),3360
White Sands (1992),3361
Breaker Morant (1980),3362
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3363
Interiors (1978),3364
Love and Death (1975),3365
"Official Story, The (La historia oficial) (1985)",3366
"Other Side of Sunday, The (Søndagsengler) (1996)",3367
Tampopo (1985),3368
Thomas and the Magic Railroad (2000),3369
Nutty Professor II: The Klumps (2000),3370
"Girl on the Bridge, The (Fille sur le pont, La) (1999)",3371
Wonderland (1999),3372
Autumn in New York (2000),3373
Coyote Ugly (2000),3374
Hollow Man (2000),3375
Space Cowboys (2000),3376
Psycho Beach Party (2000),3377
Saving Grace (2000),3378
"Black Sabbath (Tre volti della paura, I) (1963)",3379
"Brain That Wouldn't Die, The (1962)",3380
Bronco Billy (1980),3381
"Crush, The (1993)",3382
Kelly's Heroes (1970),3383
Phantasm II (1988),3384
Phantasm III: Lord of the Dead (1994),3385
Phantasm IV: Oblivion (1998),3386
Pumpkinhead (1988),3387
Air America (1990),3388
Sleepaway Camp (1983),3389
Steel Magnolias (1989),3390
And God Created Woman (Et Dieu... créa la femme) (1956),3391
Easy Money (1983),3392
"Ilsa, She Wolf of the SS (1974)",3393
Silent Fall (1994),3394
"Spiral Staircase, The (1946)",3395
I'm the One That I Want (2000),3396
"Tao of Steve, The (2000)",3397
"Tic Code, The (1998)",3398
Aimée & Jaguar (1999),3399
"Affair of Love, An (Liaison pornographique, Une) (1999)",3400
Bless the Child (2000),3401
Cecil B. DeMented (2000),3402
"Eyes of Tammy Faye, The (2000)",3403
"Opportunists, The (2000)",3404
"Replacements, The (2000)",3405
About Adam (2000),3406
"Cell, The (2000)",3407
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),3408
"Original Kings of Comedy, The (2000)",3409
All the Rage (It's the Rage) (1999),3410
"Naked Gun: From the Files of Police Squad!, The (1988)",3411
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3412
Our Town (1940),3413
Shane (1953),3414
"Suddenly, Last Summer (1959)",3415
Cat Ballou (1965),3416
"Couch in New York, A (1996)",3417
"Devil Rides Out, The (1968)",3418
Jerry and Tom (1998),3419
Supergirl (1984),3420
X: The Unknown (1956),3421
"Art of War, The (2000)",3422
"Ballad of Ramblin' Jack, The (2000)",3423
Phish: Bittersweet Motel (2000),3424
Bring It On (2000),3425
Catfish in Black Bean Sauce (2000),3426
"Crew, The (2000)",3427
Love & Sex (2000),3428
Steal This Movie! (2000),3429
Skipped Parts (2000),3430
Highlander: Endgame (Highlander IV) (2000),3431
Anatomy (Anatomie) (2000),3432
Nurse Betty (2000),3433
Solas (1999),3434
"Watcher, The (2000)",3435
"Way of the Gun, The (2000)",3436
Almost Famous (2000),3437
Bait (2000),3438
Circus (2000),3439
Crime and Punishment in Suburbia (2000),3440
Duets (2000),3441
Goya in Bordeaux (Goya en Burdeos) (1999),3442
Urbania (2000),3443
"Specials, The (2000)",3444
Under Suspicion (2000),3445
Urban Legends: Final Cut (2000),3446
Woman on Top (2000),3447
Dancer in the Dark (2000),3448
Best in Show (2000),3449
Beautiful (2000),3450
Barenaked in America (1999),3451
"Broken Hearts Club, The (2000)",3452
Girlfight (2000),3453
Remember the Titans (2000),3454
Hellraiser (1987),3455
Hellbound: Hellraiser II (1988),3456
Hellraiser III: Hell on Earth (1992),3457
"Faraway, So Close (In weiter Ferne, so nah!) (1993)",3458
Beach Party (1963),3459
Bikini Beach (1964),3460
Return of the Fly (1959),3461
Pajama Party (1964),3462
Stranger Than Paradise (1984),3463
Voyage to the Bottom of the Sea (1961),3464
Fantastic Voyage (1966),3465
Abbott and Costello Meet Frankenstein (1948),3466
"Bank Dick, The (1940)",3467
"Creature from the Black Lagoon, The (1954)",3468
"Giant Gila Monster, The (1959)",3469
"Invisible Man, The (1933)",3470
"Killer Shrews, The (1959)",3471
Kronos (1957),3472
Phantom of the Opera (1943),3473
Runaway (1984),3474
"Slumber Party Massacre, The (1982)",3475
Slumber Party Massacre II (1987),3476
Slumber Party Massacre III (1990),3477
Sorority House Massacre (1986),3478
Sorority House Massacre II (1990),3479
Bamboozled (2000),3480
Bootmen (2000),3481
Digimon: The Movie (2000),3482
Get Carter (2000),3483
Get Carter (1971),3484
Meet the Parents (2000),3485
Requiem for a Dream (2000),3486
Tigerland (2000),3487
Two Family House (2000),3488
"Contender, The (2000)",3489
Dr. T and the Women (2000),3490
Just Looking (1999),3491
"Ladies Man, The (2000)",3492
Lost Souls (2000),3493
Billy Jack (1971),3494
Billy Jack Goes to Washington (1977),3495
"Time Machine, The (1960)",3496
Haunted (1995),3497
Ghoulies (1985),3498
Ghoulies II (1987),3499
"Unsinkable Molly Brown, The (1964)",3500
"Adventures of Ichabod and Mr. Toad, The (1949)",3501
"Strange Love of Martha Ivers, The (1946)",3502
Detour (1945),3503
Billy Elliot (2000),3504
Bedazzled (2000),3505
Pay It Forward (2000),3506
"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",3507
"Private Eyes, The (1981)",3508
"Legend of Drunken Master, The (Jui kuen II) (1994)",3509
Book of Shadows: Blair Witch 2 (2000),3510
"Little Vampire, The (2000)",3511
Lucky Numbers (2000),3512
Stardom (2000),3513
Charlie's Angels (2000),3514
"Legend of Bagger Vance, The (2000)",3515
Little Nicky (2000),3516
Men of Honor (2000),3517
Red Planet (2000),3518
What's Cooking? (2000),3519
You Can Count on Me (2000),3520
Diamonds Are Forever (1971),3521
"Eagle Has Landed, The (1976)",3522
"6th Day, The (2000)",3523
Bounce (2000),3524
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3525
One Day in September (1999),3526
Rugrats in Paris: The Movie (2000),3527
102 Dalmatians (2000),3528
Malèna (2000),3529
Quills (2000),3530
Unbreakable (2000),3531
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3532
Dungeons & Dragons (2000),3533
Proof of Life (2000),3534
Vertical Limit (2000),3535
"Bounty, The (1984)",3536
Code of Silence (1985),3537
"Planes, Trains & Automobiles (1987)",3538
She's Having a Baby (1988),3539
"Living Daylights, The (1987)",3540
Transformers: The Movie (1986),3541
Wall Street (1987),3542
Born on the Fourth of July (1989),3543
Talk Radio (1988),3544
Brewster's Millions (1985),3545
Snatch (2000),3546
Punchline (1988),3547
Chocolat (2000),3548
"Dude, Where's My Car? (2000)",3549
"Emperor's New Groove, The (2000)",3550
Pollock (2000),3551
What Women Want (2000),3552
Finding Forrester (2000),3553
"Gift, The (2000)",3554
Before Night Falls (2000),3555
Cast Away (2000),3556
"Family Man, The (2000)",3557
"House of Mirth, The (2000)",3558
Miss Congeniality (2000),3559
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),3560
"O Brother, Where Art Thou? (2000)",3561
Songcatcher (2000),3562
State and Main (2000),3563
Dracula 2000 (2000),3564
All the Pretty Horses (2000),3565
"Everlasting Piece, An (2000)",3566
Thirteen Days (2000),3567
Traffic (2000),3568
"Claim, The (2000)",3569
Shadow of the Vampire (2000),3570
House of Games (1987),3571
Kill Me Again (1989),3572
Annie (1982),3573
Don't Tell Mom the Babysitter's Dead (1991),3574
"Officer and a Gentleman, An (1982)",3575
